,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,padj.IHW,log2fc.shrunk
fumB,138.173723121215,0.132262440774499,0.221958698412417,0.595887621077795,0.551250303438989,0.768440097104441,0.748143523595555,0.0990562600545836
wcaK,35.5536772670337,-0.170020742654607,0.387807434466845,-0.438415377179012,0.661085201437323,0.834148671086984,0.748750268455815,-0.10294074402956
feoB,330.610895227284,0.082679212202451,0.13913952681626,0.594218006157465,0.552366311023447,0.769542425980712,0.749054066124895,0.0647577889185825
dcuD,174.117371453736,-0.113278635846649,0.190672731881473,-0.594099820823177,0.552445350723742,0.769542425980712,0.750058088251871,-0.0868775195321813
envC,13.6694709639281,0.634636606739832,0.65469086672035,0.969368352301936,0.332361436725241,0.587691588301437,0.750128734188954,0.257621157978827
malM,62.2778855250533,0.181363827480125,0.306157059210602,0.592388194307048,0.553590669997038,0.770573923465713,0.750128734188954,0.123783193834349
xylA,143.555498729674,-0.0883662126317274,0.203645478102992,-0.433921801038159,0.664345227857347,0.836363188641838,0.750929239854845,-0.0665387431623844
yliI,26.5847831547519,-0.442346995260321,0.457394878042744,-0.967100893549979,0.333493598865886,0.589146232428041,0.751209665112048,-0.246371223405399
osmE,6.32766658008115,0.92227882770895,0.952085732258447,0.968693045657988,0.332698363382851,0.588014238346571,0.751209665112048,0.240574260153424
yciN,1.38351205098552,2.17441438728107,2.24635249504384,0.967975592467575,0.333056559509053,NA,0.751472511946115,0.160653515561713
yghA,249.368815555087,-0.0935122264194258,0.158437957055119,-0.590213533155405,0.555047500261065,0.771473469694733,0.751472511946115,-0.0728642269533726
insA-3,8.40376935374443,0.80561196400292,0.830069299622149,0.970535790649814,0.33177949383586,0.58712554459816,0.752855440961485,0.250007095961311
dtpD,105.268208307505,0.138527679308901,0.235586575871829,0.588011769330468,0.556524393081636,0.772679928687742,0.752855440961485,0.102411843620137
lpxL,3.73495793821161,-1.29151953295643,1.33749450218485,-0.965626049936422,0.334231335355021,0.590175646426979,0.752855440961485,-0.209954855179522
glyS,1.18001562135968,-2.25082030924159,2.33393065942831,-0.964390394439961,0.334850236205645,NA,0.752855440961485,-0.156459825497767
yegL,13.7686058749997,0.6138899419163,0.63678369922489,0.964047827643112,0.335021947761107,0.590743630891232,0.752862995526099,0.256316939786886
yobA,4.38294300905302,-1.10273784590844,1.14527865098041,-0.962855498061054,0.335620045027887,0.590743630891232,0.753109751667209,-0.223771903810217
yfaZ,19.9276057828781,0.511107877683232,0.530846163912753,0.962817313995387,0.33563921030148,0.590743630891232,0.753109751667209,0.252984262592577
appA,37.0111698481291,0.226819984220164,0.388588775036888,0.583701843159604,0.559420926979577,0.775007211705954,0.753761644777099,0.13790150587856
betI,13.5012264721415,-0.787859909635803,0.648407055161039,-1.21506992153275,0.224339424369172,0.46783802356193,0.75586784469709,-0.327716286853114
ydfE,34.6982730480717,0.169100053037085,0.400086509924826,0.422658722157011,0.672544276085061,0.839759307156094,0.75586784469709,0.100479613156005
yejO,152.149492636905,0.115612824391918,0.197602309242373,0.585078306195856,0.558495064987901,0.774377412481351,0.75586784469709,0.0882034885826935
cadC,52.9562333860541,0.190994477533323,0.32649701702884,0.584980773396934,0.558560644779036,0.774377412481351,0.75586784469709,0.12686701689632
opgC,19.1824496220361,-0.50859597571546,0.530844690707344,-0.958088089828613,0.338018340704208,0.592738748531055,0.756025872706183,-0.25167826713136
tsgA,193.726611751281,-0.10476769279103,0.179488892681059,-0.583700145597286,0.559422069284991,0.775007211705954,0.756025872706183,-0.0808280193173775
glgA,198.693143639575,-0.0735308308700326,0.174542186356768,-0.421278273206306,0.67355189360026,0.84023564877997,0.756025872706183,-0.0562947132899829
fecR,22.5263143143814,0.60162264905243,0.495746867838106,1.21356823024629,0.224912644926313,0.468127357888216,0.756589623594901,0.319743134334117
alsC,62.891011399201,0.172949010407401,0.299442673273225,0.577569684764318,0.563554678921939,0.77907087460752,0.756929024530378,0.118966052447445
kdsA,3.07084598158837,1.38064920950983,1.44502197254696,0.95545205245311,0.339349141593976,0.593557007589892,0.758094499695036,0.20018667447823
sseB,7.18857287322669,0.873784505549998,0.909161347444862,0.961088488864723,0.336507677040007,0.590924002790987,0.758503804968277,0.241845745108029
araF,13.2275111135381,0.638690685136532,0.665183802486419,0.960171734111899,0.336968790223624,0.591443146326112,0.758636077583677,0.254875314708346
nnr,82.3045296254279,-0.154050622101816,0.266121464988684,-0.578873343074249,0.562674638169027,0.778380213484552,0.758636077583677,-0.110266182826009
yjiR,64.8868488064198,0.169429442192022,0.294490259258442,0.575331226977299,0.565067306240177,0.780555600455861,0.758636077583677,0.117255340718417
lomR,20.0141654656572,-0.502070962829594,0.525557597034266,-0.955311017598818,0.339420437489676,0.593557007589892,0.758763408508814,-0.250539292268753
cnoX,19.5968372978611,0.50641556509358,0.528517496842792,0.958181267637794,0.33797136139804,0.592738748531055,0.759546488006996,0.251542639860406
gfcC,34.2216773490077,0.229391666437259,0.401595315406205,0.571201051499403,0.567863365536325,0.781017280562424,0.759546488006996,0.136703939103823
metE,534.674733338341,-0.0697645529651155,0.122070808732411,-0.571508894628893,0.567654732745396,0.781017280562424,0.759546488006996,-0.0546008710023257
treR,67.5860766966638,0.165059901047876,0.288892114736709,0.571354815960653,0.56775915102674,0.781017280562424,0.759546488006996,0.114997142106329
yhaJ,67.9303970808735,0.165014388742538,0.288555624485245,0.571863359228943,0.567414548909713,0.781017280562424,0.759673604344372,0.115015393644125
ydeE,22.4603541700101,-0.46366064247097,0.487825105053544,-0.950464905696231,0.341876077778786,0.597028545001761,0.760132821555278,-0.245781782777685
fecC,67.3691288857969,-0.167569896565365,0.291910614332811,-0.574045232813347,0.565937192691198,0.780907173822179,0.760132821555278,-0.116330968858273
focB,25.9447578702385,0.438474882612657,0.458669381161209,0.95597155733957,0.339086604512204,0.593518484311706,0.760678666066232,0.243571859400685
rayT,23.1847774831058,0.591639713547819,0.490391460696787,1.2064641433747,0.227638576608355,0.47124527523002,0.760736820183008,0.317017777917634
ydjG,17.2053245664586,-0.532957696510435,0.561255259219105,-0.949581652476555,0.342324864811377,0.597091758114814,0.760736820183008,-0.2509984642364
pliG,21.3354222983698,-0.482719201598461,0.509062218153253,-0.948251872530714,0.343001245375429,0.597349378382552,0.761395786577768,-0.247275303874524
tilS,2.16979228558532,1.62502864677386,1.71099832236426,0.949754669851687,0.342236923835321,0.597091758114814,0.761423645945615,0.18275469063964
xapR,32.4412994349186,-0.232971163385427,0.411207554666033,-0.566553704429477,0.571017436025063,0.784221998177278,0.762076059623696,-0.136804669773869
paaC,13.6695420426092,-0.605708727919423,0.63952551657963,-0.947122065056811,0.343576582323975,0.597989771021866,0.762309892211787,-0.251577072244464
pepE,88.949850007373,0.103940477351929,0.258056755182897,0.40278146285402,0.687108999219221,0.8478233092206,0.763756442961239,0.074438825410354
ccp,125.211940976165,0.122798153285954,0.218532804169033,0.561920915044732,0.574169902998622,0.786056265903267,0.76415129684576,0.0920489612322247
queE,86.4364395410477,0.10666880451856,0.265694188113901,0.401472103231827,0.688072573010203,0.8478233092206,0.764222897295917,0.0757642411756924
dsbG,20.974837794663,0.485755250218793,0.515023321446323,0.943171367181319,0.345593256407437,0.59939568434766,0.764725691702035,0.246388304118319
yhbT,45.2050151465746,-0.201185033930761,0.358649740061548,-0.560951288843079,0.574830744490332,0.786056265903267,0.764725691702035,-0.12766084389865
arfA,22.2646603337265,0.477272891754817,0.502837543347575,0.949159222633687,0.342539637437025,0.597091758114814,0.764784526251027,0.246957005872772
pphA,23.4724053226369,-0.573910762646249,0.478686478856035,-1.19892829230895,0.230555829496266,0.474703105944989,0.766477464254208,-0.313206340159294
wcaM,33.1340840663456,-0.160912862651906,0.405718607575442,-0.396611985862602,0.691653612544191,0.849774354426165,0.766477464254208,-0.0947370480811487
yfcF,28.9503459109254,-0.177053272387805,0.446544813890494,-0.396496089261991,0.6917390922949,0.849774354426165,0.766477464254208,-0.0979187646640323
insQ,20.6471431109556,0.498397049150748,0.527336156378122,0.945122087918007,0.344596549950374,0.599031536831541,0.768163922452139,0.247860580919057
insC-1,24.386853724847,-0.44095098378035,0.467259076623289,-0.943696989188401,0.345324513024234,0.59939568434766,0.769171145126143,-0.241463475176713
gadC,40.1369056706877,0.143942621342242,0.36708920118904,0.39211892062201,0.694970348097562,0.853193200647345,0.769171145126143,0.089695190547549
fadK,29.4964638911204,0.23666830884058,0.428162902514112,0.552752953258904,0.580432587928706,0.791597267844656,0.769171145126143,0.135340680559079
astD,23.9819380367342,-0.453040035667163,0.480336087142024,-0.943173015300035,0.345592413538478,0.59939568434766,0.769171145126143,-0.242953164428253
yhhY,85.665294485706,-0.143254365399938,0.259688807030885,-0.551638582493474,0.581195996766417,0.791915948349946,0.769875502824203,-0.103120248950601
rsmA,17.4557982457607,-0.533575774703758,0.571242500270146,-0.934061759150317,0.350272036414401,0.604481252325305,0.771389136378614,-0.247078360425286
glsA,55.3283627224855,-0.18412668122949,0.33479693109814,-0.549965259913081,0.582343201602992,0.792384861844311,0.771389136378614,-0.120745902391212
entC,30.5001235970032,0.164578492214873,0.424794194818424,0.387431123641464,0.698437066121689,0.855943475346985,0.771389136378614,0.0941043980843324
insD-3,115.576862659768,-0.126255592578094,0.228306866925769,-0.553008300968644,0.580257726060886,0.791597267844656,0.771408326444813,-0.0937847820547701
murJ,1.73158848070429,-1.8211743802236,1.93883027499081,-0.939316042108035,0.347568504584075,NA,0.77174694471015,-0.168909561692977
yqgE,33.7059675930205,0.158120224337874,0.411458482589323,0.38429205139439,0.700761998628054,0.856870137099994,0.772818373683215,0.0922581791744645
cpsB,45.4987100300438,-0.199117270783478,0.361914483923874,-0.550177679060119,0.58219751164815,0.792384861844311,0.773063238575931,-0.125703705098479
preA,30.7721990005071,-0.239880066441264,0.439778041775103,-0.545457125310353,0.585439160667846,0.793828585868909,0.773063238575931,-0.134696454724629
lptD,42.8107485554573,0.198545064022162,0.362929145061748,0.547062881897738,0.584335531916078,0.793195289645295,0.774212731188936,0.125144143603332
djlA,45.4934512631506,-0.192626516644777,0.355846374011877,-0.541319318426856,0.58828750723475,0.795033915528113,0.774212731188936,-0.122619942761794
yahJ,62.0645837617437,0.164890317586585,0.301409133653951,0.547064767373294,0.584334236607039,0.793195289645295,0.774212731188936,0.112978796003747
glnH,15.3485706407726,0.564245252811163,0.606762588449762,0.929927559068485,0.352408592849852,0.607617533052258,0.774212731188936,0.246728448832942
dapE,1.35691654732071,2.0829815050375,2.24242495537816,0.928896862319403,0.352942539229131,NA,0.774212731188936,0.153730008088466
yjcS,150.45266775859,0.109380547237106,0.199635032197857,0.547902570169645,0.583758803958946,0.793195289645295,0.774212731188936,0.0831312915335942
proP,191.44644265459,-0.096840720789641,0.178831222000109,-0.541520209427312,0.588149071883253,0.795033915528113,0.774212731188936,-0.0745238453376117
idnO,28.4837105350238,0.23485388445344,0.433113028160347,0.542246178673,0.58764892711828,0.795018434711005,0.774212731188936,0.133228876528808
potD,15.8896654022342,0.5463363527008,0.588851428239282,0.927799995890974,0.353511326175955,0.608691822140145,0.774544347670882,0.245839642328951
cusS,53.7347582223456,0.178074982941884,0.329760229286766,0.540013522331178,0.58918770697902,0.795344955421173,0.775882590037329,0.117530154042184
ykfF,10.9619227056212,-0.65423571574267,0.705946641191,-0.926749526903211,0.354056596346603,0.609024155218812,0.776018572551165,-0.244483528840721
sfmF,17.6219560864083,0.51562347802374,0.55652606923911,0.92650372825968,0.354184260481862,0.609024155218812,0.776018572551165,0.244400963107897
modE,36.7554790413444,-0.206879073323364,0.383887907620135,-0.538904897020292,0.589952478068582,0.795871397592875,0.776018572551165,-0.126432380800524
rhlE,31.5909279146902,0.22355415289797,0.411955203263347,0.542666171290135,0.587359669870139,0.795018434711005,0.776018572551165,0.131006926798424
yccM,40.7558375257199,-0.137411902618609,0.367417136837333,-0.373994266575122,0.708408581789634,0.861082845106365,0.776052774198735,-0.0855399646350379
pdxJ,8.16117882646582,0.773251726607401,0.831011319273836,0.930494818389589,0.352114945730139,0.60738631553903,0.776052774198735,0.239108044552965
moeA,46.0881448087107,0.184121852074953,0.343721426614512,0.5356717324505,0.592185443231085,0.797730326056971,0.776460950057901,0.119193524495704
yoaB,8.26499533453599,0.782905655068359,0.848410574376054,0.922791015003709,0.356116124072991,0.611264657981238,0.776963722345421,0.235906204592446
creC,129.928201220331,0.117565024538435,0.220478681456564,0.533226268234901,0.593876959911496,0.797730326056971,0.778405337361772,0.0878336455754695
fadI,34.9697029231398,0.144547024705008,0.391618788714955,0.369101352821503,0.712052180630498,0.863101262435022,0.778547325903385,0.0868471510926878
dapD,58.2910495006,0.167000759737629,0.31339374511836,0.532878407239934,0.594117753287939,0.797730326056971,0.778724540255531,0.112608060990318
lrp,28.6966317573279,0.230189319714437,0.431773407721381,0.533125281914016,0.593946859203073,0.797730326056971,0.778724540255531,0.130810721406502
yehY,24.477626628445,-0.44593764510693,0.484872505078566,-0.919700829467889,0.357729119066978,0.613180889818994,0.779520873544108,-0.237119687357993
djlB,46.8356054130881,-0.185292257523499,0.349602753279634,-0.530008004185512,0.596106381216019,0.798281278646234,0.779719359137487,-0.118941603264062
cca,5.03573743060818,-0.993371426587208,1.08150624329073,-0.918507343577273,0.358353316115285,0.613698189136703,0.779719359137487,-0.217665956514526
pgaA,50.868893636004,-0.178861631268811,0.338870801391404,-0.527816591262524,0.597626640497152,0.799144580390818,0.779782988552987,-0.116530390917184
ycfZ,2.06857072337477,1.64740131926198,1.79330923667493,0.918637614512326,0.3582851506989,NA,0.779782988552987,0.171974853092018
purU,28.6270800369263,-0.239412709909237,0.450377760899095,-0.53158199781289,0.595015535798539,0.798176231425313,0.779782988552987,-0.132165920425974
fryB,5.89567653285355,0.904072730949622,0.985957324319818,0.916949150485103,0.359169286628357,0.614787180147474,0.779782988552987,0.224517094059609
xapB,63.5470263357811,-0.159349704453543,0.298971022046999,-0.53299381111422,0.594037864451416,0.797730326056971,0.779782988552987,-0.109446922079581
cysG,86.0253594938226,0.142799566909879,0.271028091487699,0.526881055487786,0.598276190367966,0.799329143581923,0.779782988552987,0.101381535200392
zraS,152.042236190167,-0.106155769475279,0.201112420225581,-0.527842931611125,0.59760835682463,0.799144580390818,0.779782988552987,-0.0804970136346538
ibsD,25.263683515025,-0.561843224323985,0.47706825372916,-1.17769987822949,0.23891627548137,0.485613593570516,0.779782988552987,-0.307014238795366
insA9,6.68516780247822,-0.828194633022,0.904082890407496,-0.916060509284397,0.359635158967277,0.614787180147474,0.779782988552987,-0.230294549973397
argO,94.0593740593418,0.131346252117068,0.247500380656862,0.53069111153881,0.595632846450244,0.798281278646234,0.779901726051365,0.0956626293544703
ssuA,40.7733688184414,-0.194131372252816,0.368573104145572,-0.526710630996401,0.598394551932882,0.799329143581923,0.780084063158086,-0.12127232033458
ccmH,75.0069997509529,-0.145983440007412,0.277457536010349,-0.52614696326708,0.598786100649714,0.799571618791112,0.780292759800644,-0.102875266120248
yciE,0.645262371266655,2.70806107105894,2.96452707036013,0.913488393523075,0.360985735101569,NA,0.780550067792315,0.127096321624192
yciT,14.1098524578998,0.5885679078195,0.642787024845286,0.915649951025636,0.359850523282866,0.61487923794339,0.780550067792315,0.242801995430335
bepA,38.5729305569813,0.19573839167605,0.374568471836182,0.522570388042848,0.601273251831535,0.800073412585596,0.780550067792315,0.121196175945134
stpA,13.7707636048198,-0.585488516360397,0.639079924749978,-0.916142869907005,0.359591965254971,0.614787180147474,0.780550067792315,-0.242966052592313
rplI,0.645262371266655,2.70806107105894,2.96452707036013,0.913488393523075,0.360985735101569,NA,0.780550067792315,0.127096321624192
hicA,0.645262371266655,2.70806107105894,2.96452707036013,0.913488393523075,0.360985735101569,NA,0.780550067792315,0.127096321624192
yhgH,59.801676413991,0.16000404826385,0.306590555345278,0.521881856679034,0.601752591488708,0.800073412585596,0.780792723946641,0.108788533436036
dsdA,34.8849498684459,0.20616833484002,0.394749522682999,0.522276337254958,0.601477942122331,0.800073412585596,0.781384223169633,0.123902320921344
insH-1,38.4821009783493,-0.194511584266193,0.373457233740959,-0.520840317692472,0.602478014258694,0.800073412585596,0.782381927986763,-0.120623881208769
ydcC,9.83223815830122,0.89338507415729,0.762218793510241,1.1720848157561,0.241163005530926,0.488521912763417,0.782827930930192,0.310596982852846
potI,17.7978037071646,0.511085315866493,0.562769636157622,0.908160787344516,0.363793278157733,0.617734616390049,0.783284086484394,0.239600307709274
dgcP,15.535375214862,0.550677946007382,0.60223941498703,0.914383768819318,0.360515227546036,0.615186674705406,0.783284086484394,0.242357484422693
fkpA,52.9676587155669,-0.168503633995811,0.326121759288756,-0.516689332117255,0.605373044175397,0.802686146715153,0.783284086484394,-0.111649300977182
hupA,29.5520264962899,0.149769655011477,0.426685649937444,0.351007011914825,0.725583087942661,0.872081502545869,0.783284086484394,0.0853092646935107
yjhC,19.2731930863636,-0.482352082564771,0.530970693425109,-0.9084344739505,0.363648718824789,0.617734616390049,0.783284086484394,-0.238027488076426
rimI,41.5496792498787,-0.189903621545559,0.363865534210232,-0.521906044104298,0.601735749840468,0.800073412585596,0.783284086484394,-0.119417128835931
ybiY,24.9431848154947,0.562971779026563,0.481285240732508,1.16972583279248,0.242111318848758,0.48897495536192,0.783391901295044,0.305408183829065
dusC,15.4341536526515,0.545988956214528,0.600573472453328,0.909112675230519,0.363290652563688,0.617707688392122,0.783391901295044,0.240873094740023
rpoZ,0.645262371266655,2.70806107105894,2.96452707036013,0.913488393523075,0.360985735101569,NA,0.783391901295044,0.127096321624192
yhbO,19.3133404892211,-0.480416124439676,0.526342844119709,-0.912743717914805,0.361377345269856,0.615554162614023,0.783940931161229,-0.238899321451772
etk,80.2883209514682,0.143934762468867,0.27870500646978,0.516441251960335,0.605546260406073,0.802686146715153,0.785159242000279,0.101237844910077
torS,71.6257575503588,-0.1520451663611,0.294707785197654,-0.515918391022915,0.605911408632014,0.802890613526654,0.785159242000279,-0.104903667675677
maeA,25.1836120573298,-0.418776073820781,0.463210768009983,-0.90407240664957,0.365957008738359,0.620302017928288,0.785159242000279,-0.230314661822155
ompL,24.9935869682155,0.426100298981735,0.467753917144046,0.910949718141038,0.362321867594073,0.61679268363612,0.785159242000279,0.232740361041252
yehK,1.32138458642774,-2.06392415368641,2.26475589367306,-0.911323008122994,0.362125206982455,NA,0.785159242000279,-0.149704469006489
dmlR,6.97578888463776,-0.814803502736131,0.900106863308314,-0.905229740990249,0.365343688928805,0.619538273386174,0.785458200663641,-0.227716649928548
ycaQ,44.3178644514992,-0.181453293869568,0.355831236647259,-0.509942003909694,0.610092093514764,0.805720761921533,0.785892684700301,-0.115366124407735
pflA,12.9557301367351,0.593271341516665,0.658863861510985,0.900446019540525,0.367882939893138,0.621209190998973,0.787628525324674,0.238398571052259
mdtD,50.9140442983245,-0.111828009850251,0.328621380876538,-0.340294382404364,0.733634847195279,0.877182117861944,0.787628525324674,-0.0733926930619096
yigF,11.945571726498,0.626620879899405,0.695738380994394,0.90065590316262,0.367771301409428,0.621209190998973,0.787628525324674,0.237610200933341
yjhP,28.8625095749218,0.225212280396182,0.440367324744961,0.511419144294173,0.60905759239374,0.805657489313054,0.787628525324674,0.126194164260934
cutA,52.6381574037743,0.164666011190458,0.325080941758676,0.506538495611648,0.612478672528701,0.807377529888076,0.78838393724242,0.10921280412124
agaD,91.6888741987395,0.0861063155085763,0.254543865037838,0.338276923294837,0.735154512282518,0.878447340947755,0.788467244089266,0.0617445759896509
cyoB,55.7581383648589,-0.159524798766861,0.317236678267115,-0.502857360751142,0.615064561430065,0.808612842855077,0.789705824070286,-0.106891199958895
tktB,102.695393076197,0.0800991181641071,0.238655438232595,0.335626620358184,0.737152447165965,0.878967007972392,0.789705824070286,0.0583378111936315
ycgH,25.8801016148552,0.440261051148574,0.487153441060652,0.903742053407276,0.366132194519866,0.620322770154487,0.789705824070286,0.233054064227263
sodC,7.19905097110974,0.797573279810909,0.891104678598958,0.895038819754483,0.370766336694776,0.623457351500447,0.790759368787344,0.225649270127078
thrS,1.65696242215855,-1.76589277835107,1.95842906474845,-0.901688404311895,0.367222414486238,NA,0.790759368787344,-0.160695895391472
yfaT,17.0271620228965,0.523396574804063,0.584628558763558,0.89526344027908,0.370646278894574,0.623457351500447,0.790759368787344,0.236733579725685
ytfK,15.9804383058323,0.53960861802,0.602233904270384,0.89601168946764,0.370246520088183,0.623457351500447,0.790759368787344,0.237269976505858
chaB,9.33622790412604,0.707212023566038,0.790091269026179,0.895101681654712,0.370732735099949,0.623457351500447,0.790771416153041,0.231974175548378
chbG,19.2905776653698,0.489116602296626,0.546804284015275,0.894500311345334,0.371054263261099,0.623651623431046,0.790771416153041,0.235117472541532
ybjQ,2.92947701652031,1.30973607211557,1.45512387663967,0.900085616861816,0.368074689680809,0.621209190998973,0.791486760329289,0.187152397324645
cedA,3.31859696131565,1.63612456356018,1.41367433623138,1.15735606258639,0.247126917288106,0.495452050766458,0.79182056736554,0.249543840220463
ulaR,14.6495522924217,-0.555842569392115,0.622833636356847,-0.892441475453085,0.372156348674418,0.624410698818627,0.792216110578717,-0.236437646636304
yajL,12.803883073784,0.611283619098604,0.685187262913729,0.892140955013009,0.372317385426394,0.624410698818627,0.792358165133228,0.235557532758799
yccS,99.4439906410903,-0.122120292839146,0.246417610154015,-0.495582652403857,0.620188894618032,0.809769944472627,0.792358165133228,-0.0888818370109811
ymfD,1.64049391464187,-4.29635203060296,4.8205278454765,-0.891261739030214,0.372788769675218,NA,0.792358165133228,-0.0868221766625795
ilvY,104.740822638222,0.119338320423786,0.238361138626652,0.500661815560074,0.616609149956927,0.808612842855077,0.792358165133228,0.0875697899702243
lsrR,15.0280002305848,-0.695661775561017,0.60204574716796,-1.15549653632374,0.247887150192654,0.496687568833387,0.792449251469122,-0.310406368274956
bglX,67.6498735555915,0.14365767695127,0.29066294549548,0.494241454501134,0.621135666397806,0.810305125344291,0.792500302282312,0.09951341797661
bluF,19.6417940514323,0.469404305997273,0.527229713324155,0.890322176718197,0.373292916540488,0.625220472181978,0.792527757052946,0.232825115884181
fdnG,58.2352635474108,0.154897667511382,0.311210489386656,0.497726371038003,0.618676918244562,0.809382483765309,0.792793258825168,0.104585506454338
prfB,0.777694879106543,-3.22232459436126,2.79265309797622,-1.15385781237792,0.248558467647594,NA,0.792793258825168,-0.171254090245481
yhbQ,29.6402044540283,0.140706648963567,0.433818236306243,0.324344707501504,0.745677075827373,0.88353334194672,0.792793258825168,0.0792242303767254
icdC,0.777694879106543,-3.22232459436126,2.79265309797622,-1.15385781237792,0.248558467647594,NA,0.792793258825168,-0.171254090245481
clsC,42.2081990936372,0.176960377385335,0.359889369908071,0.491707708484241,0.622925988094685,0.810762132197082,0.793320051965468,0.111784775789696
ansA,44.2629378947655,-0.179196360497054,0.361862619263319,-0.495205503298081,0.620455066324081,0.809769944472627,0.793374401437408,-0.112893324054293
mqsA,18.5470397794871,0.496292213707712,0.557789414312753,0.889748354796565,0.373601023306093,0.625461343767061,0.793374401437408,0.234323994650281
yhbY,14.6373953201686,0.568962904418955,0.641036258792588,0.887567429478349,0.374773480163991,0.626597557744539,0.793374401437408,0.235040550246125
trmO,28.5776650343761,-0.140910475734022,0.438814173767355,-0.321116509351241,0.748122099656438,0.885603492970168,0.793591204241069,-0.0787244198879986
tsr,105.271870962217,-0.116241521901338,0.236838666716056,-0.490804662570993,0.623564611990743,0.811038769336781,0.793591204241069,-0.085378623352721
yjtD,28.1608252020301,0.213567631138778,0.436830139613026,0.488903149695602,0.62491026570477,0.812233998476634,0.793705784073453,0.120237250934906
narQ,114.655901149557,0.112088021343904,0.227391384928019,0.492929938306088,0.622062092535812,0.810305125344291,0.794134207556952,0.0830557930823661
yihA,10.4773066208187,0.665916520458356,0.746723317152448,0.891784821984345,0.372508278621959,0.624455753726903,0.794134207556952,0.233244245878576
yaeP,10.9672970260896,0.628958044029606,0.710504388438321,0.885227528871492,0.376033927650188,0.627877702879064,0.794134207556952,0.232890688560091
yjbR,31.3452635861019,0.204704808705301,0.420985938081752,0.486250941392606,0.626789257494877,0.814047566920921,0.794892475663232,0.11808378212907
rutA,30.7807549167298,-0.135255049740443,0.426580417109561,-0.317068117324534,0.7511919163584,0.887596216439326,0.795046811663693,-0.0769931084440209
fixB,23.4716225604859,0.426331947177442,0.483235661741424,0.882244380808072,0.377644666662035,0.628110998225263,0.796760318130082,0.226848565700761
borD,4.19354348910402,-1.03629396810992,1.17430165436431,-0.882476801645058,0.377519019431662,0.628110998225263,0.796760318130082,-0.201960299545652
ynjA,4.8297321694273,0.965264426797905,1.09258460569579,0.883468814923668,0.376983024534328,0.628110998225263,0.796760318130082,0.208117002096605
yjbI,19.0800941959396,0.617308063062706,0.538558283239235,1.14622331932176,0.251702761448552,0.501267312927888,0.797689578575674,0.304930172481873
dgoR,67.6085450938142,0.092188428923073,0.295286727230865,0.312199704292828,0.754888756823344,0.889520209234813,0.797689578575674,0.0630853351155418
purR,14.1996798507377,-0.55228218479011,0.627413034377792,-0.880252966592909,0.378722285734754,0.629330310690618,0.799233518324003,-0.233072545030732
hypT,30.4798129296729,-0.201978102024248,0.417382981385725,-0.483915518916641,0.628445826187002,0.815437375696632,0.799233518324003,-0.117145076493187
mmuM,38.521602852771,0.116593491372834,0.377975283014687,0.308468560279651,0.757725819870919,0.891428367196721,0.799552968020008,0.0713598285299522
dgoD,109.214224164902,0.111780791202403,0.233463942230368,0.478792528450086,0.632086232512034,0.81848717250793,0.799879204015529,0.0823128085257089
deoR,23.6458813455533,-0.424420354421109,0.480675594025919,-0.882966307622065,0.377254475681153,0.628110998225263,0.800027717983414,-0.226765484083314
yfeW,66.623796571969,-0.144558679283989,0.303436128355198,-0.476405627990253,0.633785425915464,0.819035296838098,0.800027717983414,-0.0984913679253638
uxaC,229.29618591156,0.0824585763657317,0.173019606337424,0.476585157666586,0.633657554494075,0.819035296838098,0.800027717983414,0.063376467985229
stfR,89.8560396402011,-0.12585878709501,0.265284661427463,-0.474429190205645,0.635193881523499,0.819723087105071,0.801324167315895,-0.0897093394384616
yecT,2.63885593436077,1.36838458742846,1.56475192702347,0.874505769123065,0.381842879809924,0.632858442941394,0.80156776885894,0.175075161222368
insH-5,8.76091947440658,-0.700427318037941,0.799548217453839,-0.876028865736769,0.381014341584765,0.63176027805453,0.801661339764101,-0.226299136907341
ykgG,29.9016445666635,-0.201661629959814,0.422374084622563,-0.477447924249472,0.633043194899287,0.819035296838098,0.802197393182269,-0.11604758979458
yghD,95.7345454620682,-0.12028258503446,0.252279418856433,-0.476783185801259,0.633516520089991,0.819035296838098,0.802496746592856,-0.086943545502533
fdnI,23.4476220026807,0.42036846886496,0.481909324037976,0.872297853344364,0.383045908422703,0.633650920207766,0.802889894620569,0.224036710921265
lpcA,2.71348199290651,1.29923819669214,1.4901356537096,0.871892564584817,0.383266990366356,0.633650920207766,0.803032329904461,0.178823618390943
wcaE,1.95379726197151,1.62188138890468,1.86001173808547,0.87197373849592,0.383222704355701,NA,0.803032329904461,0.159430829323106
waaL,4.40953851271782,-0.983600275151577,1.12635975167001,-0.873255879121418,0.382523623329743,0.633435160511671,0.803032329904461,-0.203155359988263
jayE,27.4138529331028,0.506776986555774,0.445777725299793,1.13683784046176,0.25560608124178,0.505028615671098,0.803534497181113,0.290363228314932
dsrB,0.617964664132016,-2.84192135264347,3.26705796544396,-0.869871726398121,0.384370508213545,NA,0.803534497181113,-0.112985811555113
ubiH,12.5022483632573,-0.592318333201016,0.681203343817284,-0.869517653688868,0.384564056399511,0.634557815749795,0.803534497181113,-0.229428685564356
yqjE,69.588562242092,-0.221117079734427,0.471551454825023,-0.468914001795363,0.639131107585028,0.822851581527292,0.803534497181113,-0.117832489873478
